,lon,lat,dep,mag,otime,atime,aphase,dist,start_file,end_file
263,-156.754,56.5866,75.0,2.4,2016-09-17T09:33:27.000000Z,2016-09-17T09:35:39.318614Z,P,9.38177467621,201609170925393186,201609170950393186
131,-157.3849,56.6778,5.0,2.7,2016-08-05T02:14:24.000000Z,2016-08-05T02:16:40.704575Z,P,9.44623727755,201608050206407045,201608050231407045
459,-157.1383,56.5309,71.7,2.1,2016-09-27T08:51:53.000000Z,2016-09-27T08:54:07.233718Z,P,9.52064759526,201609270844072337,201609270909072337
304,-157.5412,56.6322,98.8,2.3,2016-08-02T18:15:16.000000Z,2016-08-02T18:17:30.164441Z,P,9.52486634405,201608021807301644,201608021832301644
457,-157.4743,56.46,65.9,2.1,2016-08-20T14:12:13.000000Z,2016-08-20T14:14:29.228574Z,P,9.66386123317,201608201404292285,201608201429292285
118,-155.9464,56.0377,57.3,2.8,2016-08-01T03:27:32.000000Z,2016-08-01T03:29:48.993545Z,P,9.71491275866,201608010319489935,201608010344489935
277,-157.5177,56.4131,81.4,2.3,2016-09-23T16:09:24.000000Z,2016-09-23T16:11:40.848021Z,P,9.71652194972,201609231601408480,201609231626408480
410,-154.2593,55.6019,39.5,2.2,2016-07-30T01:02:45.000000Z,2016-07-30T01:05:03.603253Z,P,9.82016469655,201607300055036032,201607300120036032
280,-156.4474,55.9993,52.7,2.3,2016-09-14T00:08:39.000000Z,2016-09-14T00:10:57.939368Z,P,9.85427593508,201609140000579393,201609140025579393
426,-157.0747,56.0925,44.9,2.2,2016-08-02T14:27:37.000000Z,2016-08-02T14:29:56.714463Z,P,9.90543917987,201608021419567144,201608021444567144
235,-158.0124,56.3091,85.0,2.4,2016-09-18T11:42:15.000000Z,2016-09-18T11:44:34.732178Z,P,9.9296164844,201609181134347321,201609181159347321
480,-157.9345,56.1427,84.1,2.1,2016-09-08T21:09:29.000000Z,2016-09-08T21:11:50.517600Z,P,10.0603073633,201609082101505176,201609082126505176
119,-158.9687,56.4312,14.32,2.8,2016-08-21T09:36:42.210000Z,2016-08-21T09:39:06.261135Z,P,10.0642786694,201608210929062611,201608210954062611
94,-153.107,55.148,10.0,2.9,2016-08-28T08:41:51.810000Z,2016-08-28T08:44:16.736854Z,P,10.0902427518,201608280834167368,201608280859167368
158,-158.9889,56.3934,13.3,2.6,2016-09-28T00:36:26.000000Z,2016-09-28T00:38:50.702200Z,P,10.1028463652,201609280028507022,201609280053507022
31,-157.5529,55.9888,38.5,3.5,2016-09-09T12:54:20.000000Z,2016-09-09T12:56:42.573772Z,P,10.1093599135,201609091246425737,201609091311425737
146,-157.5368,55.9746,38.1,2.6,2016-09-09T15:02:47.000000Z,2016-09-09T15:05:09.704042Z,P,10.1185487682,201609091455097040,201609091520097040
316,-158.1502,55.9812,56.5,2.3,2016-08-02T06:16:15.000000Z,2016-08-02T06:18:39.423864Z,P,10.258037934299999,201608020608394238,201608020633394238
107,-158.855,56.1141,3.66,2.8,2016-08-02T14:53:51.220000Z,2016-08-02T14:56:19.989452Z,P,10.3150026649,201608021446199894,201608021511199894
323,-159.1283,56.097,90.2,2.3,2016-09-05T17:30:28.000000Z,2016-09-05T17:32:54.118668Z,P,10.4007930444,201609051722541186,201609051747541186
51,-156.9178,55.5015,13.6,3.2,2016-08-29T05:02:36.000000Z,2016-08-29T05:05:04.944177Z,P,10.415205212,201608290455049441,201608290520049441
0,-158.362,55.7872,6.8,5.0,2016-08-27T15:14:05.830000Z,2016-08-27T15:16:36.540180Z,P,10.4843492591,201608271506365401,201608271531365401
114,-158.467,55.69,46.1,2.8,2016-07-31T18:09:30.900000Z,2016-07-31T18:12:00.070103Z,P,10.5975547656,20160731180200701,20160731182700701
46,-158.3548,55.4496,24.36,3.2,2016-08-14T03:30:50.380000Z,2016-08-14T03:33:23.257639Z,P,10.7879570962,201608140323232576,201608140348232576
71,-158.5206,55.476000000000006,18.05,3.0,2016-08-13T11:07:05.770000Z,2016-08-13T11:09:39.499456Z,P,10.8038363809,201608131059394994,201608131124394994
398,-158.309,55.4158,24.7,2.2,2016-09-28T08:15:02.000000Z,2016-09-28T08:17:35.117424Z,P,10.8077513568,201609280807351174,201609280832351174
125,-159.241,55.6623,75.06,2.7,2016-09-18T19:30:23.590000Z,2016-09-18T19:32:55.465464Z,P,10.8157932324,201609181922554654,201609181947554654
132,-158.32299999999998,55.367,25.9,2.7,2016-08-24T16:29:36.740000Z,2016-08-24T16:32:10.399899Z,P,10.855417768499999,201608241622103998,201608241647103998
72,-158.483,55.4044,35.0,3.0,2016-08-12T21:21:42.320000Z,2016-08-12T21:24:15.204605Z,P,10.859612244800001,201608122114152046,201608122139152046
56,-158.3963,55.376000000000005,35.25,3.1,2016-09-05T17:49:18.180000Z,2016-09-05T17:51:51.130410Z,P,10.8646473928,201609051741511304,201609051806511304
416,-158.3555,55.3541,27.0,2.2,2016-09-26T12:59:06.000000Z,2016-09-26T13:01:39.825028Z,P,10.874844819100002,201609261251398250,201609261316398250
25,-158.3999,55.3625,9.6,3.6,2016-08-03T05:25:22.000000Z,2016-08-03T05:27:57.759120Z,P,10.8777626404,201608030517577591,201608030542577591
6,-157.6858,55.1389,35.11,4.2,2016-09-21T22:11:59.650000Z,2016-09-21T22:14:33.328300Z,P,10.9177095842,201609212204333283,201609212229333283
11,-158.4323,55.3207,39.76,4.1,2016-08-28T20:40:51.340000Z,2016-08-28T20:43:25.039773Z,P,10.923437075699999,20160828203325397,20160828205825397
246,-157.97299999999998,55.1148,37.6,2.4,2016-09-28T01:15:28.000000Z,2016-09-28T01:18:02.835235Z,P,11.004520456,201609280108028352,201609280133028352
3,-158.541,55.256,25.4,4.3,2016-08-30T04:42:58.880000Z,2016-08-30T04:45:34.675493Z,P,11.0081118337,201608300435346754,201608300500346754
254,-158.537,55.2481,12.8,2.4,2016-09-27T05:41:39.000000Z,2016-09-27T05:44:16.242816Z,P,11.0143293525,201609270534162428,201609270559162428
58,-159.767,55.5667,80.46,3.1,2016-08-05T19:58:22.150000Z,2016-08-05T20:00:56.998302Z,P,11.0371395654,201608051950569983,201608052015569983
209,-159.235,55.1029,10.5,2.5,2016-09-18T06:46:04.000000Z,2016-09-18T06:48:45.643164Z,P,11.315621901199998,201609180638456431,201609180703456431
354,-159.4684,55.1657,18.4,2.2,2016-09-10T06:50:51.000000Z,2016-09-10T06:53:31.718468Z,P,11.317604106900001,201609100643317184,201609100708317184
463,-159.7597,55.1964,5.6,2.1,2016-09-28T09:42:48.000000Z,2016-09-28T09:45:30.902137Z,P,11.3644418473,201609280935309021,201609281000309021
